age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y 
39,blue-collar,married,primary,no,-119,no,no,unknown,17,135,6,-1,0,unknown,no
39,management,married,tertiary,no,380,no,no,cellular,11,77,4,-1,0,unknown,no
33,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,1584,2,-1,0,unknown,yes
53,unemployed,divorced,secondary,no,4512,no,no,unknown,19,203,2,-1,0,unknown,no
31,technician,single,secondary,no,19,no,no,telephone,4,65,2,-1,0,unknown,no
47,management,married,primary,no,1797,no,no,cellular,7,62,4,-1,0,unknown,no
34,management,divorced,secondary,no,124,yes,no,cellular,21,56,1,163,4,other,no
44,blue-collar,married,primary,no,412,yes,no,unknown,15,56,13,-1,0,unknown,no
47,blue-collar,married,primary,no,328,yes,no,cellular,7,58,1,-1,0,unknown,no
60,retired,married,secondary,no,374,no,no,cellular,19,276,2,-1,0,unknown,no
36,admin.,married,secondary,no,68,no,yes,cellular,8,85,4,-1,0,unknown,no
29,blue-collar,single,secondary,no,309,yes,no,cellular,11,471,3,-1,0,unknown,no
37,unemployed,divorced,secondary,no,74,yes,no,unknown,7,150,1,-1,0,unknown,no
40,services,married,secondary,no,664,yes,yes,cellular,18,29,5,-1,0,unknown,no
35,management,married,tertiary,no,1650,no,no,cellular,8,885,5,-1,0,unknown,no
38,technician,single,tertiary,no,1619,no,no,unknown,9,324,1,-1,0,unknown,no
41,management,married,tertiary,no,4824,no,yes,cellular,18,168,7,-1,0,unknown,no
26,unemployed,married,primary,no,205,no,no,cellular,29,239,1,-1,0,unknown,no
34,management,married,tertiary,no,1240,yes,no,cellular,21,102,1,-1,0,unknown,no
37,management,married,tertiary,no,-113,yes,no,unknown,29,219,3,-1,0,unknown,no
35,management,married,tertiary,no,8,no,no,cellular,23,93,3,-1,0,unknown,yes
52,blue-collar,married,secondary,no,0,no,no,unknown,2,163,1,-1,0,unknown,no
26,management,single,tertiary,no,194,no,no,cellular,22,407,2,-1,0,unknown,yes
53,admin.,married,tertiary,yes,6,no,no,unknown,19,105,11,-1,0,unknown,no
26,technician,single,secondary,no,-859,yes,no,unknown,19,297,1,-1,0,unknown,no
27,admin.,single,unknown,no,5,yes,no,cellular,17,225,2,-1,0,unknown,no
20,blue-collar,single,secondary,no,423,yes,no,cellular,16,498,1,-1,0,unknown,yes
31,services,married,secondary,no,428,yes,no,unknown,21,272,1,-1,0,unknown,no
38,technician,married,secondary,no,114,no,no,cellular,11,117,3,-1,0,unknown,no
41,unemployed,married,primary,no,101,yes,no,cellular,11,275,1,-1,0,unknown,no
30,services,single,secondary,no,419,yes,no,cellular,12,300,3,-1,0,unknown,no
53,management,married,tertiary,no,232,yes,no,telephone,29,32,1,-1,0,unknown,no
33,management,married,secondary,no,67,yes,yes,unknown,23,316,4,-1,0,unknown,no
39,management,single,tertiary,no,307,no,no,cellular,22,182,2,-1,0,unknown,yes
33,self-employed,married,secondary,no,409,no,no,cellular,8,165,1,97,4,success,yes
30,admin.,married,secondary,no,1265,yes,yes,unknown,26,414,2,-1,0,unknown,yes
35,blue-collar,married,secondary,no,94,yes,no,cellular,20,75,1,-1,0,unknown,no
32,technician,single,secondary,no,258,no,no,unknown,3,114,3,-1,0,unknown,no
30,management,single,tertiary,no,6493,no,no,cellular,11,132,5,-1,0,unknown,no
48,self-employed,married,secondary,no,1175,yes,yes,cellular,19,62,1,-1,0,unknown,no
52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,500,2,-1,0,unknown,yes
39,services,married,secondary,no,124,yes,no,cellular,31,81,5,-1,0,unknown,no
39,management,single,secondary,no,1877,yes,no,unknown,6,185,1,-1,0,unknown,no
45,admin.,married,secondary,no,231,yes,no,unknown,18,151,3,-1,0,unknown,no
40,technician,married,secondary,no,265,no,no,unknown,18,1365,4,-1,0,unknown,no
53,housemaid,divorced,secondary,no,120,no,no,unknown,17,343,2,-1,0,unknown,no
34,admin.,married,secondary,no,247,yes,yes,unknown,12,1727,5,-1,0,unknown,no
45,blue-collar,married,secondary,no,247,yes,no,cellular,8,157,1,-1,0,unknown,no
32,blue-collar,married,primary,no,-376,yes,no,unknown,26,188,1,-1,0,unknown,no
38,self-employed,married,secondary,no,279,yes,no,unknown,28,110,5,-1,0,unknown,no
60,self-employed,married,primary,no,1226,yes,no,unknown,30,151,3,-1,0,unknown,no
35,technician,divorced,secondary,no,-870,yes,no,cellular,14,180,4,-1,0,unknown,no
36,management,single,tertiary,no,1400,yes,no,cellular,11,608,3,-1,0,unknown,yes
47,services,married,secondary,no,2070,yes,yes,unknown,26,136,1,-1,0,unknown,no
59,technician,married,secondary,no,2308,no,no,cellular,30,815,1,87,1,other,yes
36,blue-collar,married,secondary,no,141,yes,no,unknown,23,106,3,-1,0,unknown,no
39,management,married,tertiary,no,305,yes,no,unknown,7,275,6,-1,0,unknown,no
64,retired,married,primary,no,43,no,no,cellular,11,117,1,91,1,success,no
42,technician,married,tertiary,no,250,no,yes,cellular,12,213,3,-1,0,unknown,no
39,unknown,single,secondary,no,0,no,no,unknown,6,188,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,2503,no,no,cellular,25,426,1,-1,0,unknown,yes
56,blue-collar,married,primary,no,3498,no,no,cellular,15,264,2,-1,0,unknown,yes
53,technician,married,primary,no,311,no,no,telephone,28,82,3,-1,0,unknown,no
38,admin.,married,secondary,no,47,yes,yes,cellular,31,50,11,-1,0,unknown,no
38,services,married,secondary,no,4392,no,no,cellular,31,32,2,-1,0,unknown,no
38,management,divorced,tertiary,no,112,yes,no,cellular,7,266,4,-1,0,unknown,no
55,technician,married,secondary,no,264,yes,yes,cellular,31,1150,5,-1,0,unknown,yes
53,services,divorced,primary,no,-291,yes,yes,unknown,7,591,1,-1,0,unknown,yes
30,self-employed,divorced,secondary,no,92,yes,no,unknown,17,78,10,-1,0,unknown,no
36,management,single,tertiary,no,4543,yes,no,unknown,2,252,5,-1,0,unknown,no
52,unemployed,married,primary,no,959,no,no,telephone,30,694,2,-1,0,unknown,yes
43,management,married,secondary,no,375,yes,no,unknown,6,196,2,-1,0,unknown,no
43,admin.,married,secondary,no,-150,no,yes,cellular,21,62,2,136,3,failure,no
53,admin.,divorced,secondary,no,-112,no,no,unknown,19,394,1,-1,0,unknown,no
32,technician,single,tertiary,no,720,no,no,cellular,12,234,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,961,yes,no,telephone,17,48,2,-1,0,unknown,no
46,management,divorced,tertiary,no,624,no,no,cellular,17,336,2,183,2,success,yes
53,admin.,married,secondary,no,1739,yes,no,unknown,15,103,3,-1,0,unknown,no
26,blue-collar,single,primary,no,2363,no,yes,cellular,16,569,2,-1,0,unknown,no
37,services,single,secondary,no,105,no,yes,unknown,17,260,4,-1,0,unknown,no
31,management,single,tertiary,no,4718,yes,no,cellular,21,536,1,-1,0,unknown,yes
39,admin.,married,secondary,no,350,yes,no,telephone,14,109,6,-1,0,unknown,no
34,services,single,secondary,no,16,yes,no,cellular,20,340,1,-1,0,unknown,no
29,management,single,tertiary,no,841,no,no,cellular,5,217,1,-1,0,unknown,no
33,management,married,tertiary,no,806,yes,no,unknown,6,124,3,-1,0,unknown,no
57,retired,married,tertiary,no,34,no,yes,cellular,28,139,1,-1,0,unknown,no
27,unemployed,single,primary,no,1459,yes,no,telephone,29,153,1,-1,0,unknown,no
40,services,married,secondary,no,900,yes,yes,cellular,14,84,2,-1,0,unknown,no
20,student,married,unknown,no,292,no,no,cellular,5,385,2,93,1,failure,yes
25,student,single,tertiary,no,538,yes,no,cellular,20,226,1,-1,0,unknown,no
45,management,married,tertiary,no,242,no,no,cellular,30,587,1,-1,0,unknown,yes
38,blue-collar,married,primary,no,1262,no,no,unknown,17,49,2,-1,0,unknown,no
44,management,married,tertiary,no,736,no,no,cellular,21,71,9,-1,0,unknown,no
34,admin.,married,secondary,no,869,no,no,unknown,6,1677,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,53,no,no,cellular,20,113,1,-1,0,unknown,no
27,services,single,secondary,no,230,no,no,unknown,27,5,1,-1,0,unknown,no
23,blue-collar,single,primary,no,145,yes,no,unknown,4,1519,1,-1,0,unknown,no
34,management,single,secondary,no,0,no,no,cellular,22,132,4,-1,0,unknown,no
33,technician,married,secondary,no,221,yes,no,cellular,13,669,1,355,4,failure,yes
33,blue-collar,single,secondary,yes,-60,no,no,unknown,6,243,1,-1,0,unknown,no
31,technician,single,secondary,no,23,yes,no,cellular,14,97,1,370,1,failure,no
47,technician,married,secondary,no,293,no,no,cellular,1,251,1,90,1,success,yes
27,services,married,secondary,no,379,no,yes,cellular,7,269,2,-1,0,unknown,no
32,services,single,secondary,no,2478,no,yes,cellular,20,395,1,-1,0,unknown,no
48,management,married,secondary,no,268,yes,no,cellular,28,458,7,-1,0,unknown,yes
32,admin.,single,secondary,no,396,yes,no,cellular,18,88,1,364,1,failure,no
57,retired,single,tertiary,no,0,no,no,cellular,18,300,1,-1,0,unknown,no
34,services,married,secondary,no,457,yes,no,unknown,30,67,2,-1,0,unknown,no
30,self-employed,single,tertiary,no,2593,no,no,unknown,27,662,7,-1,0,unknown,no
25,technician,single,secondary,no,0,no,yes,cellular,8,634,1,-1,0,unknown,yes
43,management,married,tertiary,no,0,yes,no,unknown,16,100,17,-1,0,unknown,no
28,unemployed,married,tertiary,no,264,yes,no,unknown,21,443,2,-1,0,unknown,no
41,management,single,tertiary,no,4522,no,no,cellular,28,55,1,-1,0,unknown,no
45,management,married,tertiary,no,81,no,yes,cellular,30,61,3,-1,0,unknown,no
46,entrepreneur,married,secondary,no,1375,yes,no,unknown,30,170,7,-1,0,unknown,no
32,technician,single,secondary,no,801,yes,no,cellular,17,637,1,-1,0,unknown,no
50,management,married,tertiary,no,2366,no,no,cellular,28,816,2,149,1,other,yes
43,technician,married,tertiary,no,1201,yes,yes,cellular,18,82,1,97,3,failure,no
38,student,single,unknown,no,9669,no,no,unknown,20,15,3,-1,0,unknown,no
31,admin.,married,secondary,no,377,no,no,cellular,31,384,4,-1,0,unknown,no
46,housemaid,married,primary,no,19,yes,no,telephone,21,171,1,-1,0,unknown,no
29,blue-collar,married,primary,no,236,yes,no,unknown,14,554,1,-1,0,unknown,no
34,entrepreneur,single,tertiary,no,1068,yes,no,cellular,18,46,6,378,2,failure,no
61,management,married,secondary,no,544,no,no,cellular,29,63,3,200,9,success,yes
32,management,single,tertiary,no,752,yes,no,cellular,15,256,5,-1,0,unknown,no
49,blue-collar,married,secondary,no,2219,yes,no,unknown,15,51,2,-1,0,unknown,no
36,management,single,tertiary,no,688,no,no,cellular,25,293,3,268,2,failure,no
27,student,single,tertiary,no,39,no,no,cellular,17,379,1,258,10,other,yes
39,management,single,tertiary,no,1457,yes,no,cellular,20,430,1,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,84,no,yes,cellular,15,306,14,-1,0,unknown,no
59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,200,3,-1,0,unknown,no
59,management,married,tertiary,no,2239,no,no,cellular,20,377,6,90,1,success,yes
39,technician,single,tertiary,no,25,yes,no,cellular,28,315,1,210,2,success,yes
26,management,married,tertiary,no,243,no,no,cellular,26,482,1,-1,0,unknown,yes
24,technician,single,secondary,no,139,no,no,cellular,14,259,1,-1,0,unknown,no
30,management,single,tertiary,no,45,no,no,telephone,2,211,2,-1,0,unknown,no
49,management,married,tertiary,no,146,no,no,cellular,29,86,2,-1,0,unknown,no
34,management,single,tertiary,no,416,no,no,cellular,14,1217,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,3595,no,no,unknown,6,30,1,-1,0,unknown,no
48,technician,married,tertiary,no,348,no,no,cellular,19,159,4,-1,0,unknown,no
31,management,married,tertiary,no,395,yes,no,cellular,9,155,3,-1,0,unknown,no
34,admin.,divorced,secondary,no,531,no,no,cellular,4,279,1,-1,0,unknown,no
50,technician,single,tertiary,no,0,yes,no,unknown,8,393,2,-1,0,unknown,no
37,management,married,tertiary,no,1276,no,no,cellular,14,156,2,-1,0,unknown,yes
32,unemployed,married,secondary,no,93,yes,no,unknown,20,203,2,-1,0,unknown,no
30,services,single,secondary,no,245,no,yes,cellular,8,187,2,-1,0,unknown,no
40,technician,single,secondary,no,-239,no,no,cellular,13,399,2,-1,0,unknown,no
33,services,divorced,secondary,no,392,yes,yes,unknown,7,254,1,-1,0,unknown,no
41,blue-collar,married,unknown,no,402,yes,no,cellular,15,368,2,-1,0,unknown,no
38,admin.,married,secondary,no,-247,yes,no,unknown,27,265,4,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,28,262,6,-1,0,unknown,no
41,entrepreneur,married,secondary,no,0,yes,yes,cellular,21,12,5,190,1,failure,no
25,services,single,secondary,no,2311,no,yes,cellular,21,1105,2,-1,0,unknown,yes
34,unemployed,married,tertiary,no,582,yes,no,cellular,9,189,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,363,yes,no,unknown,28,132,1,-1,0,unknown,no
41,technician,single,secondary,no,-3,no,no,cellular,8,413,1,-1,0,unknown,no
45,entrepreneur,married,primary,no,-100,yes,no,unknown,27,240,6,-1,0,unknown,no
42,admin.,divorced,secondary,no,2129,no,no,cellular,13,633,1,182,2,other,yes
33,blue-collar,married,secondary,no,467,yes,no,unknown,21,494,2,-1,0,unknown,no
38,technician,divorced,secondary,no,531,no,no,cellular,29,214,3,226,7,failure,no
29,management,single,tertiary,no,1035,yes,no,cellular,21,862,2,-1,0,unknown,no
56,unemployed,divorced,secondary,no,283,yes,yes,cellular,20,89,3,341,2,failure,no
33,services,married,secondary,no,70,yes,no,cellular,21,333,3,-1,0,unknown,no
56,technician,married,secondary,no,589,yes,no,unknown,23,518,1,147,2,success,yes
36,management,single,tertiary,no,1496,yes,no,cellular,18,40,1,269,4,failure,no
32,blue-collar,married,secondary,no,478,yes,no,unknown,3,200,1,-1,0,unknown,no
42,management,married,tertiary,no,981,yes,no,cellular,17,276,1,-1,0,unknown,no
38,management,married,tertiary,no,1952,no,yes,cellular,23,237,1,-1,0,unknown,no
32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,12,112,1,-1,0,unknown,no
38,technician,married,secondary,no,1828,no,no,unknown,16,35,1,-1,0,unknown,no
29,unemployed,single,secondary,no,2424,no,no,cellular,6,93,1,-1,0,unknown,no
77,retired,married,secondary,no,610,no,no,cellular,13,766,3,-1,0,unknown,no
30,student,single,secondary,no,5836,no,no,cellular,27,165,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,1131,yes,yes,unknown,27,148,5,-1,0,unknown,no
36,admin.,single,secondary,no,11174,yes,no,cellular,15,953,1,-1,0,unknown,yes
29,admin.,single,secondary,no,1027,yes,no,cellular,2,177,1,-1,0,unknown,yes
46,technician,divorced,tertiary,no,-243,no,yes,cellular,18,251,5,-1,0,unknown,no
38,admin.,single,tertiary,no,-898,yes,no,cellular,9,345,2,323,1,failure,no
38,technician,married,secondary,no,403,yes,yes,unknown,17,99,8,-1,0,unknown,no
30,management,single,tertiary,no,5074,yes,no,cellular,25,153,2,-1,0,unknown,no
38,blue-collar,single,secondary,no,0,no,no,cellular,30,102,1,-1,0,unknown,no
30,services,single,secondary,no,9720,no,yes,cellular,20,255,2,-1,0,unknown,no
34,services,married,primary,no,31,no,yes,cellular,9,53,3,-1,0,unknown,no
32,blue-collar,single,primary,no,23,yes,yes,unknown,5,160,1,-1,0,unknown,no
40,management,married,tertiary,no,5010,no,no,cellular,17,49,1,-1,0,unknown,no
57,unknown,married,primary,no,8,no,no,telephone,19,270,2,-1,0,unknown,no
59,retired,divorced,tertiary,no,439,no,yes,cellular,8,136,1,-1,0,unknown,no
34,management,single,tertiary,no,268,no,no,cellular,7,587,1,-1,0,unknown,yes
39,technician,divorced,tertiary,no,113,yes,yes,cellular,2,1012,2,-1,0,unknown,no
60,retired,married,tertiary,no,846,no,no,telephone,26,1346,1,-1,0,unknown,yes
60,blue-collar,married,unknown,no,3538,no,no,unknown,11,261,1,-1,0,unknown,no
30,entrepreneur,married,primary,no,2686,yes,no,cellular,15,808,3,-1,0,unknown,yes
51,services,married,secondary,no,917,no,no,cellular,25,56,6,-1,0,unknown,no
32,housemaid,married,primary,no,7,no,yes,unknown,27,110,1,-1,0,unknown,no
37,management,married,tertiary,no,292,no,no,cellular,21,133,2,-1,0,unknown,no
43,management,married,tertiary,no,21510,no,no,cellular,8,248,2,-1,0,unknown,no
47,admin.,divorced,secondary,no,162,yes,no,unknown,9,203,4,-1,0,unknown,no
34,management,married,tertiary,no,105,yes,no,unknown,6,314,3,-1,0,unknown,no
57,housemaid,married,primary,no,571,no,no,cellular,26,181,2,-1,0,unknown,no
34,admin.,divorced,secondary,no,25,no,no,cellular,11,666,2,-1,0,unknown,no
56,management,married,tertiary,no,12356,yes,no,cellular,26,410,1,551,5,other,yes
31,blue-collar,married,primary,no,-848,yes,no,unknown,23,559,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,315,no,no,cellular,4,76,4,89,3,success,no
46,management,single,tertiary,no,2154,yes,no,cellular,21,87,4,-1,0,unknown,no
27,technician,single,secondary,no,489,yes,no,cellular,30,356,4,-1,0,unknown,yes
36,management,single,tertiary,no,86,no,no,cellular,25,48,4,-1,0,unknown,no
27,services,married,secondary,no,0,yes,no,cellular,28,334,8,-1,0,unknown,no
29,admin.,divorced,secondary,no,1320,yes,yes,unknown,8,489,1,-1,0,unknown,no
33,management,married,tertiary,no,968,no,yes,cellular,28,95,10,-1,0,unknown,no
29,admin.,married,secondary,no,1937,no,no,unknown,25,6,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-257,yes,no,cellular,15,160,1,368,4,failure,no
30,blue-collar,single,secondary,no,228,no,no,cellular,5,232,1,365,1,failure,no
32,blue-collar,married,secondary,no,1520,yes,no,cellular,19,493,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,456,no,no,cellular,12,121,1,-1,0,unknown,no
39,blue-collar,married,unknown,no,0,yes,no,unknown,26,470,1,-1,0,unknown,no
55,admin.,married,secondary,no,9329,no,no,cellular,13,135,1,113,2,failure,no
30,management,single,tertiary,no,533,no,no,cellular,11,229,2,99,4,success,yes
45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,618,1,355,2,failure,yes
50,technician,married,secondary,no,3370,no,no,cellular,21,531,2,80,2,success,yes
45,admin.,married,secondary,no,251,yes,no,cellular,5,304,2,259,2,failure,no
38,unemployed,single,secondary,no,1354,yes,no,cellular,13,364,2,343,4,failure,no
55,blue-collar,married,secondary,no,754,no,no,cellular,2,218,3,-1,0,unknown,no
57,retired,married,tertiary,no,53,no,no,telephone,29,539,2,-1,0,unknown,no
40,management,married,secondary,no,4396,no,no,cellular,12,432,3,-1,0,unknown,yes
66,retired,married,secondary,no,203,no,no,cellular,18,353,1,195,1,success,yes
28,admin.,married,secondary,no,147,yes,yes,cellular,26,82,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,280,yes,no,cellular,8,435,2,340,3,failure,no
34,blue-collar,single,primary,no,4723,yes,no,cellular,18,350,3,-1,0,unknown,no
61,retired,married,tertiary,no,3140,yes,yes,cellular,6,975,4,98,1,unknown,yes
31,services,married,secondary,no,272,yes,no,unknown,13,133,12,-1,0,unknown,no
35,management,single,unknown,no,342,no,yes,cellular,2,427,4,-1,0,unknown,no
53,management,married,tertiary,no,15,no,no,cellular,20,921,2,-1,0,unknown,yes
39,blue-collar,married,unknown,no,295,yes,no,cellular,3,254,1,-1,0,unknown,no
41,technician,married,secondary,no,-215,no,yes,cellular,10,277,1,-1,0,unknown,no
37,blue-collar,married,primary,no,204,yes,no,unknown,21,161,4,-1,0,unknown,no
27,services,single,secondary,no,54,yes,no,unknown,28,543,2,-1,0,unknown,yes
19,student,single,unknown,no,108,no,no,cellular,10,168,1,182,2,success,yes
41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,808,3,-1,0,unknown,yes
42,blue-collar,married,secondary,no,273,no,no,unknown,12,315,1,-1,0,unknown,no
58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,990,1,-1,0,unknown,yes
42,technician,single,tertiary,no,135,no,no,cellular,6,384,2,-1,0,unknown,no
47,self-employed,married,secondary,no,231,no,no,cellular,8,88,2,-1,0,unknown,no
39,self-employed,divorced,tertiary,no,1415,no,no,unknown,17,134,1,-1,0,unknown,no
33,technician,married,secondary,no,218,yes,yes,cellular,10,162,1,161,4,failure,no
20,student,single,unknown,no,801,no,no,cellular,11,244,2,-1,0,unknown,yes
58,retired,married,secondary,no,25,yes,no,unknown,2,132,2,-1,0,unknown,no
45,blue-collar,single,primary,no,847,no,no,cellular,31,294,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,790,yes,no,unknown,29,356,2,-1,0,unknown,no
44,self-employed,divorced,secondary,no,8,no,no,cellular,26,423,4,-1,0,unknown,yes
41,entrepreneur,married,secondary,no,187,no,yes,cellular,21,354,1,-1,0,unknown,no
32,blue-collar,single,primary,no,315,yes,no,unknown,30,61,2,-1,0,unknown,no
37,management,married,tertiary,no,387,no,no,cellular,26,128,2,419,1,failure,no
47,blue-collar,married,secondary,no,-18,no,yes,cellular,22,155,2,-1,0,unknown,no
30,management,married,secondary,no,850,no,no,cellular,12,507,2,-1,0,unknown,yes
37,technician,married,secondary,no,0,yes,yes,cellular,15,101,3,-1,0,unknown,no
51,technician,married,secondary,no,130,no,no,cellular,22,547,3,-1,0,unknown,no
46,entrepreneur,married,secondary,no,757,no,no,unknown,16,382,3,-1,0,unknown,no
40,management,married,tertiary,no,1598,yes,yes,cellular,6,1074,4,344,3,failure,yes
33,blue-collar,single,primary,no,0,no,no,telephone,9,83,1,-1,0,unknown,no
35,technician,married,secondary,no,1707,yes,no,unknown,2,426,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,396,yes,no,unknown,28,302,1,-1,0,unknown,no
47,management,divorced,tertiary,no,-49,yes,no,cellular,13,14,6,327,23,failure,no
47,retired,divorced,secondary,no,0,no,no,unknown,19,141,1,-1,0,unknown,no
55,technician,married,secondary,no,1816,no,no,cellular,5,197,1,-1,0,unknown,no
34,technician,divorced,tertiary,no,66,no,yes,cellular,19,74,2,-1,0,unknown,no
54,services,married,secondary,no,88,yes,no,unknown,13,190,1,-1,0,unknown,no
70,retired,divorced,primary,no,4531,no,no,cellular,18,445,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,475,yes,no,cellular,5,412,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,125,no,no,cellular,8,210,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,241,1,262,3,other,no
26,self-employed,single,secondary,no,1018,no,no,cellular,5,101,1,-1,0,unknown,no
21,student,single,secondary,no,2488,no,no,cellular,12,180,1,-1,0,unknown,yes
37,services,single,secondary,no,1045,no,no,cellular,17,406,2,41,1,failure,yes
54,blue-collar,single,secondary,no,40,yes,no,cellular,18,172,2,-1,0,unknown,no
53,management,married,tertiary,no,7249,yes,yes,cellular,19,350,1,-1,0,unknown,no
60,management,married,tertiary,no,4063,no,no,cellular,5,56,2,-1,0,unknown,no
54,services,married,unknown,no,7864,yes,no,unknown,15,145,4,-1,0,unknown,no
49,blue-collar,married,primary,no,-57,no,no,telephone,23,161,2,-1,0,unknown,no
51,blue-collar,married,primary,no,48,no,yes,unknown,17,130,1,-1,0,unknown,no
45,retired,married,primary,no,1152,no,no,unknown,18,234,2,-1,0,unknown,no
50,technician,divorced,unknown,no,2794,no,no,cellular,13,350,5,93,2,success,no
38,admin.,married,secondary,no,976,yes,yes,unknown,19,382,2,-1,0,unknown,no
49,management,divorced,tertiary,no,755,no,no,cellular,31,1212,4,-1,0,unknown,yes
32,technician,single,secondary,no,-569,yes,no,cellular,6,107,1,-1,0,unknown,no
31,management,single,tertiary,no,2227,no,no,cellular,14,95,2,-1,0,unknown,no
38,entrepreneur,married,primary,no,350,yes,no,cellular,8,75,1,-1,0,unknown,no
30,services,married,secondary,no,253,yes,no,cellular,5,235,2,-1,0,unknown,no
43,management,divorced,tertiary,no,580,yes,no,cellular,11,1514,1,284,2,failure,yes
70,retired,married,secondary,no,1853,no,no,telephone,26,314,1,-1,0,unknown,yes
36,management,married,tertiary,no,0,no,no,cellular,27,558,11,-1,0,unknown,no
48,management,married,tertiary,no,0,yes,no,cellular,6,194,2,125,6,failure,yes
47,services,married,secondary,no,2597,yes,no,unknown,16,323,1,-1,0,unknown,no
57,blue-collar,married,primary,no,93,yes,no,telephone,17,137,1,-1,0,unknown,no
32,technician,single,tertiary,no,0,no,no,cellular,20,72,4,-1,0,unknown,no
32,admin.,married,secondary,no,1078,yes,no,cellular,16,177,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,206,no,no,cellular,15,88,2,-1,0,unknown,no
56,technician,married,primary,no,0,yes,yes,cellular,24,84,1,-1,0,unknown,no
56,technician,married,secondary,no,61,no,yes,cellular,8,75,1,-1,0,unknown,no
46,housemaid,married,primary,no,296,yes,no,unknown,20,205,4,-1,0,unknown,no
38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,830,1,-1,0,unknown,yes
33,management,married,tertiary,no,110,yes,yes,cellular,17,125,4,-1,0,unknown,no
53,retired,married,secondary,no,352,yes,no,telephone,20,58,5,-1,0,unknown,no
26,technician,single,secondary,no,3519,yes,no,cellular,18,283,1,-1,0,unknown,no
24,services,single,secondary,no,77,yes,yes,unknown,6,390,2,-1,0,unknown,no
58,management,married,tertiary,no,3768,yes,no,unknown,18,316,1,-1,0,unknown,no
41,admin.,married,secondary,no,875,no,yes,cellular,27,247,6,-1,0,unknown,no
36,technician,single,secondary,no,12264,no,no,cellular,12,158,2,-1,0,unknown,yes
26,management,single,tertiary,no,47,yes,no,cellular,18,63,1,-1,0,unknown,no
46,blue-collar,married,primary,no,620,yes,no,cellular,20,174,2,-1,0,unknown,no
33,unemployed,married,secondary,yes,-108,yes,yes,cellular,19,286,3,-1,0,unknown,no
30,admin.,single,secondary,no,265,yes,no,cellular,25,681,1,181,2,success,yes
45,blue-collar,married,primary,no,302,yes,no,telephone,15,258,3,-1,0,unknown,no
33,admin.,single,tertiary,no,146,no,no,cellular,23,351,3,-1,0,unknown,yes
37,management,married,tertiary,no,4039,no,yes,cellular,25,106,2,-1,0,unknown,no
45,self-employed,single,tertiary,no,1009,no,no,cellular,19,125,2,-1,0,unknown,no
31,management,divorced,tertiary,no,1742,yes,no,cellular,20,156,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,298,yes,no,cellular,3,392,3,-1,0,unknown,no
55,services,divorced,secondary,no,-555,yes,no,cellular,31,81,3,-1,0,unknown,no
57,admin.,divorced,secondary,no,1403,yes,no,cellular,16,547,2,-1,0,unknown,no
35,management,married,tertiary,no,193,yes,no,cellular,17,402,1,-1,0,unknown,no
39,management,married,tertiary,no,627,no,no,unknown,16,32,2,-1,0,unknown,no
37,management,single,tertiary,no,1148,yes,no,cellular,12,259,1,-1,0,unknown,no
53,technician,married,secondary,no,1835,yes,no,cellular,21,184,2,-1,0,unknown,no
32,services,divorced,secondary,no,4612,yes,no,cellular,24,937,4,-1,0,unknown,no
35,blue-collar,married,primary,no,455,yes,no,cellular,13,573,7,327,3,failure,no
43,technician,divorced,secondary,no,1612,no,no,cellular,25,262,2,353,1,other,yes
35,blue-collar,married,primary,no,22,yes,no,cellular,15,1190,2,302,2,other,yes
57,retired,married,tertiary,no,0,yes,yes,unknown,28,648,1,-1,0,unknown,yes
41,blue-collar,single,primary,no,1618,yes,no,unknown,14,1553,1,-1,0,unknown,yes
60,admin.,married,primary,no,-444,no,yes,cellular,16,227,1,-1,0,unknown,no
27,self-employed,single,tertiary,no,560,no,no,telephone,3,543,9,465,2,failure,no
